,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions,category,organization_type2,State_name_c,State_name,State_abv,State
87,67,171527,Diskin Orphan Fund of Israel,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10348,Brooklyn,,60000,3.58,Executive Secretary,964783,89.95,165994,1528312,"Human Services : Youth Development, Shelter, and Crisis Services , ",0,75.6,0,1338356,NY,2640660.0,Human Services ," Youth Development, Shelter, and Crisis Services , ",NEW YORK,New York,NY,36.0
88,92,1885310,Discovery Place,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5500,Charlotte,,234266,1.5,President & CEO,-3996610,97.5,340744,106050901,"Arts, Culture, Humanities : Museums ",1248581,94.07,0,13388504,NC,2329222.0,"Arts, Culture, Humanities ", Museums ,NORTH CAROLINA,North Carolina,NC,37.0
89,77,102567,Discovery Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9757,Seattle,,144200,3.4,President,1693215,92.71,340504,4940044,Research and Public Policy : Social and Public Policy Research ,61097,82.93,0,3792540,WA,5773002.0,Research and Public Policy , Social and Public Policy Research ,WASHINGTON,Washington,WA,53.0
90,89,484442,Discovery Green Conservancy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14701,Houston,,204685,3.31,President,-782355,96.0,405506,39853956,"Environment : Botanical Gardens, Parks, and Nature Centers ",-32372,91.72,0,5293664,TX,3173699.0,Environment ," Botanical Gardens, Parks, and Nature Centers ",TEXAS,Texas,TX,48.0
91,96,135469,The Discovery Museums,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17310,Acton,,166193,9.99,Chief Executive Officer,1351434,88.57,219414,7857273,"Arts, Culture, Humanities : Museums ",125786,91.43,0,1307953,MA,1919521.0,"Arts, Culture, Humanities ", Museums ,MASSACHUSETTS,Massachusetts,MA,25.0
92,66,323958,Discovery Eye Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6476,Los Angeles,,"President, Medical Director",-464025.0,73.75,56556,744604.0,Health : Medical Research ,75133,69.62,0,517024.0,CA,358380,,,,,,,,
93,96,1617200,DISCOVERY Children's Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12244,Las Vegas,,159689,2.69,Trustee,-1804631,86.26,204866,47244316,"Arts, Culture, Humanities : Museums ",436819,89.88,0,4100910,NV,1798271.0,"Arts, Culture, Humanities ", Museums ,NEVADA,Nevada,NV,32.0
94,89,126259,Discovery Center of Springfield,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12042,Spring,,77500,6.09,Executive Director,-288198,82.5,88066,4144829,"Arts, Culture, Humanities : Museums ",58397,85.38,0,1056727,MO,469066.0,"Arts, Culture, Humanities ", Museums ,MISSOURI,Missouri,MO,29.0
95,100,355180,DiscipleMakers,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6879,State College,,54000,1.37,President,144888,89.28,327414,1469574,Religion : Religious Activities ,2011,92.41,0,3233039,PA,3913760.0,Religion , Religious Activities ,PENNSYLVANIA,Pennsylvania,PA,42.0
96,66,42704,Disabled Police and Sheriff's Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12035,Ste. Genevieve,,,11536.0,0,1401140,4472.0,Human Services : Multipurpose Human Service Organizations ,10,25.31,0,85839.0,MO,1541209,,,,,,,,
97,96,2000823,Disabled Veterans National Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13131,Lanham,,144616,0.49,Chief Executive Officer,-1560501,0.0,19776427,-3967104,Human Services : Social Services ,275135,29.23,0,7523867,MD,27465481.0,Human Services , Social Services ,MARYLAND,Maryland,MD,24.0
98,93,251918,DIFFA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7766,New York,,139098,5.51,Executive Director,62949,68.82,780133,904941,"Health : Diseases, Disorders, and Disciplines ",-226019,77.4,0,1488252,NY,2764090.0,Health ," Diseases, Disorders, and Disciplines ",NEW YORK,New York,NY,36.0
99,89,140337,The Dictionary Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12371,Charleston,,64395,1.36,Executive Director,59470,78.24,41440,619363,Education : Youth Education Programs and Services ,3495,82.75,0,4541999,SC,4779751.0,Education , Youth Education Programs and Services ,SOUTH CAROLINA,South Carolina,SC,45.0
100,100,99755,Diabetes Youth Families,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10892,Concord,,124604,5.18,Executive Director,-113202,85.04,340014,4903689,Health : Patient and Family Support ,271556,89.42,0,1963217,CA,1493372.0,Health , Patient and Family Support ,CALIFORNIA,California,CA,6.0
101,100,233883,Dining for Women,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16725,Greenville,,100400,7.05,President,125826,80.55,95008,366765,"International : Development and Relief Services , ",0,86.24,0,1094824,SC,1537144.0,International ," Development and Relief Services , ",SOUTH CAROLINA,South Carolina,SC,45.0
102,100,895599,Diabetes Research Institute Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3624,Hollywood,,343279,3.14,"President, CEO",12780,81.02,1725721,27479357,"Health : Medical Research , ",1923544,86.57,0,8293772,FL,9004328.0,Health ," Medical Research , ",FLORIDA,Florida,FL,12.0
103,78,120561,Diabetes Research and Wellness Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5460,Washington,,97145,0.82,Executive Director,-379380,70.49,1075573,323742,International : Development and Relief Services ,30487,73.97,0,10527165,DC,8142355.0,International , Development and Relief Services ,DISTRICT OF COLUMBIA,District of Columbia,DC,11.0
104,100,47235,Diabetes Action Research and Education Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10294,Bethesda,,87879,3.84,President,88101,84.99,11498,262443,"Health : Medical Research , ",14,89.38,0,2226631,MD,2373451.0,Health ," Medical Research , ",MARYLAND,Maryland,MD,24.0
105,100,2447466,Direct Relief,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3626,Santa Barbara,,384276,0.04,"President, CEO",-119126915,100.0,1563823,161444779,International : Humanitarian Relief Supplies ,-3046,100.0,0,887377810,CA,772063768.0,International , Humanitarian Relief Supplies ,CALIFORNIA,California,CA,6.0
106,93,159224,Developments in Literacy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9923,Irvine,,"Founder, CEO",-257407.0,97.5,102961,1534401.0,"Education : Youth Education Programs and Services , ",9787,94.74,0,2498244.0,CA,2493235,,,,,,,,
107,100,5950762,Detroit Zoological Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3621,Royal Oak,,415379,0.85,"Executive Director, CEO",-1612079,90.0,1309437,26771742,Animals : Zoos and Aquariums ,1444479,92.92,0,41092610,MI,23780290.0,Animals , Zoos and Aquariums ,MICHIGAN,Michigan,MI,26.0
108,100,385711,Development Associates International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6835,Colorado Springs,,110847,1.85,"President, CEO",-750760,88.56,320631,1247559,"Religion : Religious Activities , ",16520,91.91,0,5283160,CO,5220540.0,Religion ," Religious Activities , ",COLORADO,Colorado,CO,7.0
109,81,86618,Dikembe Mutombo Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10090,Marietta,,90986,6.88,Executive Director,-115648,96.21,95602,13444543,International : Development and Relief Services ,-138525,86.3,0,1139942,GA,1345039.0,International , Development and Relief Services ,GEORGIA,Georgia,GA,13.0
110,92,2833710,Detroit Rescue Mission Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5290,Detroit,,144786,0.72,CEO,-1142398,89.34,1244315,20201457,Human Services : Homeless Services ,203573,90.57,0,16028144,MI,15461497.0,Human Services , Homeless Services ,MICHIGAN,Michigan,MI,26.0
111,89,3966592,Detroit Symphony Orchestra,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3620,Detroit,,868285,2.57,Music Director,1617237,89.77,2858779,56477189,"Arts, Culture, Humanities : Performing Arts ",979,89.37,0,26859400,MI,26177534.0,"Arts, Culture, Humanities ", Performing Arts ,MICHIGAN,Michigan,MI,26.0
112,85,378759,Detroit Police Athletic League,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15305,Detroit,,109019,1.72,Chief Executive Officer,-124966,83.74,407738,2433827,"Human Services : Youth Development, Shelter, and Crisis Services ",928138,84.35,0,5546606,MI,5038329.0,Human Services ," Youth Development, Shelter, and Crisis Services ",MICHIGAN,Michigan,MI,26.0
113,77,157734,Detroit Lakes Community & Cultural Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15322,Detroit Lakes,,107056,4.27,Chief Executive Officer,-32541,76.63,63989,318103,Human Services : Multipurpose Human Service Organizations ,51173,76.81,0,2283076,MN,1458648.0,Human Services , Multipurpose Human Service Organizations ,MINNESOTA,Minnesota,MN,27.0
114,96,9220999,The Detroit Institute of Arts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3619,Detroit,,165470,0.4,President And CEO,42277819,85.29,2822575,263110014,"Arts, Culture, Humanities : Museums ",26996215,89.22,0,29319336,MI,50206766.0,"Arts, Culture, Humanities ", Museums ,MICHIGAN,Michigan,MI,26.0
115,96,143224,The Detroit Institute for Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7823,Detroit,,109408,3.97,CEO,289337,72.5,104299,685676,Human Services : Social Services ,691,80.34,0,2503802,MI,336543.0,Human Services , Social Services ,MICHIGAN,Michigan,MI,26.0
116,96,168268,Dian Fossey Gorilla Fund International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6216,Atlanta,,130222,4.44,President & CEO,1306402,90.0,215784,4533179,Animals : Wildlife Conservation ,1121,92.38,0,2546672,GA,4236005.0,Animals , Wildlife Conservation ,GEORGIA,Georgia,GA,13.0
117,100,207880,Desire Street Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7287,Atlanta,,124566,5.95,"President, Executive Director",7795003,90.04,244451,6833279,Religion : Religious Activities ,223025,92.95,0,1640805,GA,9665114.0,Religion , Religious Activities ,GEORGIA,Georgia,GA,13.0
118,93,496399,Detroit Historical Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6975,Detroit,,201617,5.16,"Executive Director, CEO",697828,90.5,528530,11869065,"Arts, Culture, Humanities : Museums ",937279,91.65,0,2877561,MI,3406232.0,"Arts, Culture, Humanities ", Museums ,MICHIGAN,Michigan,MI,26.0
119,86,2586030,Dia Art Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3623,New York,,492442,2.64,Director,12246025,95.22,1340708,153642619,"Arts, Culture, Humanities : Museums ",7411780,89.53,0,14723853,NY,21802181.0,"Arts, Culture, Humanities ", Museums ,NEW YORK,New York,NY,36.0
120,100,4354995,Desert AIDS Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12458,Palm Springs,,350208,1.12,Chief Executive Officer,2447045,94.51,822583,18817678,"Health : Diseases, Disorders, and Disciplines ",781673,96.11,0,25975207,CA,11922960.0,Health ," Diseases, Disorders, and Disciplines ",CALIFORNIA,California,CA,6.0
121,89,362621,Des Moines Community Playhouse,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15323,Des Moines,,118127,4.67,Executive Director,-5531,91.9,131322,5389558,"Arts, Culture, Humanities : Performing Arts ",59532,90.34,0,2030507,IA,823247.0,"Arts, Culture, Humanities ", Performing Arts ,IOWA,Iowa,IA,19.0
122,96,1973090,Desert Botanical Garden,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3617,Phoenix,,453009,2.74,Executive Director,2855226,82.25,2015431,24749110,"Environment : Botanical Gardens, Parks, and Nature Centers ",2060814,87.13,0,12516388,AZ,10358923.0,Environment ," Botanical Gardens, Parks, and Nature Centers ",ARIZONA,Arizona,AZ,4.0
123,96,459415,Descanso Gardens Guild,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13994,La Cañada Flintridge,,181601,4.72,Executive Director,223986,82.31,541302,7275722,"Environment : Botanical Gardens, Parks, and Nature Centers ",334920,87.17,0,2842492,CA,2713233.0,Environment ," Botanical Gardens, Parks, and Nature Centers ",CALIFORNIA,California,CA,6.0
124,92,811862,Des Moines Art Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10518,Des Moines,,250830,4.05,Director,696633,90.45,602477,109535626,"Arts, Culture, Humanities : Museums ",3252068,91.19,0,4777540,IA,3261724.0,"Arts, Culture, Humanities ", Museums ,IOWA,Iowa,IA,19.0
125,100,262382,"Depression and Bipolar Support Alliance, National Office",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6958,Chicago,,147940,5.48,President,-307257,89.38,425434,2212741,"Health : Diseases, Disorders, and Disciplines ",22556,92.49,0,2011629,IL,2115367.0,Health ," Diseases, Disorders, and Disciplines ",ILLINOIS,Illinois,IL,17.0
126,89,462096,Dermatology Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17172,Evanston,,455563,8.91,Executive Director,2637069,78.7,770912,43477434,"Health : Medical Research , ",429208,83.04,0,3876879,IL,7317748.0,Health ," Medical Research , ",ILLINOIS,Illinois,IL,17.0
127,89,65565,Denver Street School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8379,Lakewood,,48000,4.1,Executive Director,-71443,90.44,84731,218815,Education : Youth Education Programs and Services ,99720,89.69,0,1020354,CO,979384.0,Education , Youth Education Programs and Services ,COLORADO,Colorado,CO,7.0
128,86,2210750,Denver Zoological Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3613,Denver,,407332,0.98,CEO,-273457,85.43,4868343,20128494,Animals : Zoos and Aquariums ,237838,85.71,0,34125510,CO,20866892.0,Animals , Zoos and Aquariums ,COLORADO,Colorado,CO,7.0
129,92,591493,Denver Scholarship Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14222,Denver,,153689,2.01,Executive Director,-1995968,76.41,966580,27803864,Education : Scholarship and Financial Support ,308600,82.38,0,6059130,CO,5312635.0,Education , Scholarship and Financial Support ,COLORADO,Colorado,CO,7.0
130,89,218614,Denver Public Library Friends Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13860,Denver,,76975,3.83,Interim Director,-760272,86.68,325495,9832851,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation , ",102452,87.78,0,1462106,CO,1070293.0,"Arts, Culture, Humanities "," Libraries, Historical Societies and Landmark Preservation , ",COLORADO,Colorado,CO,7.0
131,97,8125675,Denver Museum of Nature & Science,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3611,Denver,,392185,0.87,"President, CEO",-5608349,77.63,3215592,19016969,"Arts, Culture, Humanities : Museums ",4957258,84.04,0,33602748,CO,18510187.0,"Arts, Culture, Humanities ", Museums ,COLORADO,Colorado,CO,7.0
132,85,438266,"Denver Kids, Inc.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14413,Denver,,,-598895.0,88.64,433780,2520016.0,Education : Youth Education Programs and Services ,203605,86.69,0,2016762.0,CO,2086308,,,,,,,,
133,100,123483,Denver Inner City Parish,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14113,Denver,,83797,4.38,Executive Director,63871,80.0,155356,629394,Human Services : Social Services ,160111,85.85,0,1630140,CO,1721445.0,Human Services , Social Services ,COLORADO,Colorado,CO,7.0
134,96,6159360,The Denver Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5742,Denver,,185584,0.16,"President, CEO",-18586442,95.0,1828873,564994952,Community Development : Community Foundations ,24605494,95.47,0,103296399,CO,66897607.0,Community Development , Community Foundations ,COLORADO,Colorado,CO,7.0
135,89,482461,Denver Film Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15215,Denver,,131663,3.04,Executive Director,-138330,90.89,312285,2532638,"Arts, Culture, Humanities : Performing Arts ",298687,89.9,0,3534298,CO,1907611.0,"Arts, Culture, Humanities ", Performing Arts ,COLORADO,Colorado,CO,7.0
