,State_name,total_contributions_percapita,Animals_contributions_percapita,Arts_contributions_percapita,Community_contributions_percapita,Education_contributions_percapita,Environment_contributions_percapita,Health_contributions_percapita,HumanServices_contributions_percapita,CivilRights_contributions_percapita,International_contributions_percapita,Religion_contributions_percapita,Research_contributions_percapita
27,Nebraska,227.33428744154418,34.25451517781873,16.78443784766934,22.676092846167105,1.2869708253252985,16.483876577936513,3.159536716850641,124.79306751951478,,,7.8957899302617545,
28,Nevada,70.78809875188479,1.2039676166866575,9.773295113601245,5.952406221152479,5.64432721323687,,2.9303908277982806,45.28371175940926,,,,
29,New Hampshire,124.16195998593483,2.0116089912570483,7.765451343395455,52.74120460268507,34.05156258515438,8.596373664686046,1.9504075838441663,16.37426193318447,,,,0.6710892817281944
30,New Jersey,105.49083806955412,2.6049983486935915,15.490199772893714,25.934882348467088,6.064400056424755,2.746501291056911,7.7545410367791785,35.42779155945088,0.5230536782361612,5.03420510621692,3.7974392632526413,0.1128256080822765
31,New Mexico,98.97748861268327,2.661283891738587,18.538256676507974,16.228447683674226,2.170105519425931,2.0709376269994455,2.473883389649431,38.78245157087806,,,11.580903510685006,4.471218743124616
32,New York,737.2509643351613,27.846048210046956,113.63348416014571,68.13879943140478,75.55328908731249,30.606422249061016,116.20228415629632,86.76196277286657,22.74068629027581,174.7531650964791,8.509071008304296,12.50575187296815
33,North Carolina,195.24685978988904,2.6031187155099387,6.162506007277945,50.354926260358596,8.051497164759772,2.4740916459600384,7.3693473342308105,43.35676953206107,6.629335012609191,64.48744179154819,2.854275378495066,0.9035509470784402
34,North Dakota,36.259430960821746,10.83355663319145,8.035489527302525,10.565212121691177,,,,6.825172678636593,,,,
35,Ohio,183.16762109959208,8.895400035926734,20.87654804994229,56.61724417859579,11.957834350913345,1.8269070419840368,4.65168540775811,42.3666330971942,1.1859656720742595,33.00072490101221,1.7886783641910944,
36,Oklahoma,110.97198853316033,0.9571529159013815,8.952152037663705,13.96752221230609,6.71768593002324,,27.158646275307714,47.92131777278925,0.33238478587753206,0.9039279053168408,3.708433213832091,0.3527654841424796
37,Oregon,350.55688711230533,9.227666653212554,21.076201212023363,28.590495486145148,140.3494316598339,5.375395454816284,7.50689763534357,49.56497567688603,,83.35267025699278,5.5131530770517045,
38,Pennsylvania,146.2284184697747,6.2764784703225835,26.68219996790996,27.022655568208947,4.41302213821415,3.499545182384916,14.11386994141611,30.654886726072373,1.8112081117359538,22.620019723634314,8.377397732564738,0.757134907310659
39,Rhode Island,132.52999446675085,5.158836409725277,24.552275962525243,17.392428434279662,5.1851812966720106,2.308789353461118,3.242422522688686,19.74885953586917,,54.94120095152968,,
40,South Carolina,106.13543152688743,9.659764562386473,5.994525604069217,13.132516702457172,1.2389847722601963,0.71261708826265,3.4101168316689887,34.03421626748119,,34.37469556852801,3.577994129773537,
41,South Dakota,132.99766549177596,0.5791596457687325,1.5731744615338796,14.965033923680597,1.1810904833852431,,1.8303930519170344,105.07484515841551,,4.2250692734960005,3.568899493578957,
42,Tennessee,352.67351504294106,38.69019902399344,12.14449694751952,53.042931228094865,3.37714310250335,2.2790321099358137,173.88048019689498,48.32341980388029,0.7176424247375857,8.325244374365246,11.892925831015969,
43,Texas,152.06097286736187,4.62700690104908,11.624832637128527,16.38368050272776,4.353406416902331,2.370552291379497,37.017824390991755,59.928187973566025,1.4927191915987648,7.662667310301375,6.084205740739543,0.5158895109772197
44,Utah,116.9028469677698,26.877688233377317,7.92952572175222,10.056187700888424,2.5044135198833346,1.4666408723948374,8.581297910342625,42.99854810813799,0.5248216306821578,15.9637232703109,,
45,Vermont,162.49645642753973,,40.79431872893596,1.65594928582892,,13.361307976247794,8.174631680308137,66.98726047183438,,30.13200609853956,,1.3909821858449687
46,Virginia,663.6930245863632,24.521067512895236,35.32891585400192,27.320461885833172,19.81046883826912,132.74624483903733,80.23749788464538,155.4532528211528,22.97431335677775,120.34060845817818,35.00374892280998,9.956444212762278
47,Washington,361.5934355577551,9.284712320195908,29.69670806976001,36.70907842944236,4.409017882306617,2.5820160173469566,11.109178082745954,73.81123075201161,2.553315865911693,181.6075287464046,6.77332824503655,3.0573211465928414
48,West Virginia,25.100764296865005,1.4584293120120189,6.9952464128455025,3.792698683415049,,3.8596481016675717,0.6355096309971002,8.359232155927762,,,,
49,Wisconsin,158.92968248690522,7.0137693506807555,11.861932887413044,33.97678548758318,3.242051463634754,1.5977367746058615,13.077450049874559,58.20759371451026,1.6780354174133456,8.95537440463596,19.31895293655352,
50,Wyoming,84.73605647731958,,33.98758313414219,6.66187524275084,,39.36079747179813,,4.72580062862843,,,,
51,Puerto Rico,2.8005751506906837,,,2.4609158341133965,,,0.3396593165772875,,,,,
